#FILE:02 A2 0.1 M Sucrose.ngb-sd7
#FORMAT:NETZSCH5
#IDENTITY:02 A2 0.1 M Sucrose
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:DSC
#INSTRUMENT:NETZSCH DSC 204F1 Phoenix
#PROJECT:Cumerr Rapid
#DATE/TIME:22.02.2016 18:12:13
#CORR. FILE:
#LABORATORY:Bioreaktor
#OPERATOR:MM
#REMARK:
#SAMPLE:0.1 M
#SAMPLE MASS /mg:29.8
#MATERIAL:DMSO+5%DMSO
#REFERENCE:Leertiegel
#REFERENCE MASS /mg:0
#TYPE OF CRUCIBLE:Pan Al, pierced lid
#SAMPLE CRUCIBLE MASS /mg:38.7
#REFERENCE CRUCIBLE MASS /mg:39.1
#CORR. CODE:000
#EXO:-1
#RANGE:-80....20/-10.0....10.0K/min
#SEGMENT:S1-5/5

##Temp./°C;Time/min;DSC/(mW/mg);Sensit./(uV/mW);Segment
   -26.39935;    9.65583;    -5.93971;3.15133;3
   -26.43647;    9.65917;    -5.90923;3.15127;3
   -26.47365;    9.66250;    -5.87768;3.15120;3
   -26.51100;    9.66583;    -5.84481;3.15114;3
   -26.54841;    9.66917;    -5.81082;3.15108;3
   -26.58576;    9.67250;    -5.77533;3.15102;3
   -26.62306;    9.67583;    -5.73857;3.15096;3
   -26.66041;    9.67917;    -5.70089;3.15090;3
   -26.69771;    9.68250;    -5.66192;3.15084;3
   -26.73488;    9.68583;    -5.62141;3.15078;3
   -26.77194;    9.68917;    -5.57982;3.15072;3
   -26.80906;    9.69250;    -5.53699;3.15066;3
   -26.84612;    9.69583;    -5.49301;3.15060;3
   -26.88306;    9.69917;    -5.44782;3.15054;3
   -26.91988;    9.70250;    -5.40186;3.15048;3
   -26.95665;    9.70583;    -5.35506;3.15041;3
   -26.99353;    9.70917;    -5.30740;3.15035;3
   -27.03012;    9.71250;    -5.25916;3.15029;3
   -27.06688;    9.71583;    -5.21049;3.15023;3
   -27.10347;    9.71917;    -5.16129;3.15017;3
   -27.14000;    9.72250;    -5.11163;3.15011;3
   -27.17659;    9.72583;    -5.06156;3.15005;3
   -27.21318;    9.72917;    -5.01111;3.14999;3
   -27.24971;    9.73250;    -4.96022;3.14993;3
   -27.28618;    9.73583;    -4.90930;3.14987;3
   -27.32253;    9.73917;    -4.85803;3.14981;3
   -27.35882;    9.74250;    -4.80661;3.14975;3
   -27.39482;    9.74583;    -4.75501;3.14969;3
   -27.43082;    9.74917;    -4.70330;3.14964;3
   -27.46676;    9.75250;    -4.65157;3.14958;3
   -27.50259;    9.75583;    -4.59961;3.14952;3
   -27.53853;    9.75917;    -4.54760;3.14946;3
   -27.57441;    9.76250;    -4.49549;3.14940;3
   -27.61018;    9.76583;    -4.44348;3.14934;3
   -27.64606;    9.76917;    -4.39151;3.14928;3
   -27.68171;    9.77250;    -4.33967;3.14922;3
   -27.71735;    9.77583;    -4.28811;3.14916;3
   -27.75306;    9.77917;    -4.23673;3.14910;3
   -27.78876;    9.78250;    -4.18590;3.14904;3
   -27.82459;    9.78583;    -4.13539;3.14899;3
   -27.86053;    9.78917;    -4.08519;3.14893;3
   -27.89653;    9.79250;    -4.03525;3.14887;3
   -27.93259;    9.79583;    -3.98559;3.14881;3
   -27.96876;    9.79917;    -3.93660;3.14875;3
   -28.00506;    9.80250;    -3.88766;3.14869;3
   -28.04118;    9.80583;    -3.83923;3.14863;3
   -28.07729;    9.80917;    -3.79121;3.14857;3
   -28.11335;    9.81250;    -3.74356;3.14851;3
   -28.14924;    9.81583;    -3.69626;3.14845;3
   -28.18512;    9.81917;    -3.64938;3.14839;3
   -28.22082;    9.82250;    -3.60278;3.14833;3
   -28.25647;    9.82583;    -3.55648;3.14827;3
   -28.29212;    9.82917;    -3.51049;3.14821;3
   -28.32782;    9.83250;    -3.46489;3.14815;3
   -28.36341;    9.83583;    -3.41971;3.14809;3
   -28.39894;    9.83917;    -3.37505;3.14803;3
   -28.43435;    9.84250;    -3.33086;3.14797;3
   -28.46982;    9.84583;    -3.28710;3.14791;3
   -28.50518;    9.84917;    -3.24412;3.14785;3
   -28.54071;    9.85250;    -3.20161;3.14780;3
   -28.57624;    9.85583;    -3.15965;3.14774;3
   -28.61182;    9.85917;    -3.11800;3.14768;3
   -28.64735;    9.86250;    -3.07692;3.14762;3
   -28.68282;    9.86583;    -3.03633;3.14756;3
   -28.71818;    9.86917;    -2.99641;3.14750;3
   -28.75353;    9.87250;    -2.95684;3.14744;3
   -28.78871;    9.87583;    -2.91769;3.14738;3
   -28.82382;    9.87917;    -2.87927;3.14732;3
   -28.85894;    9.88250;    -2.84124;3.14726;3
   -28.89388;    9.88583;    -2.80352;3.14721;3
   -28.92876;    9.88917;    -2.76618;3.14715;3
   -28.96353;    9.89250;    -2.72914;3.14709;3
   -28.99824;    9.89583;    -2.69266;3.14703;3
   -29.03288;    9.89917;    -2.65647;3.14697;3
   -29.06724;    9.90250;    -2.62060;3.14691;3
   -29.10141;    9.90583;    -2.58547;3.14686;3
   -29.13559;    9.90917;    -2.55072;3.14680;3
   -29.16965;    9.91250;    -2.51653;3.14674;3
   -29.20347;    9.91583;    -2.48296;3.14669;3
   -29.23741;    9.91917;    -2.44974;3.14663;3
   -29.27135;    9.92250;    -2.41709;3.14657;3
   -29.30535;    9.92583;    -2.38480;3.14651;3
   -29.33924;    9.92917;    -2.35295;3.14646;3
   -29.37306;    9.93250;    -2.32158;3.14640;3
   -29.40676;    9.93583;    -2.29082;3.14634;3
   -29.44029;    9.93917;    -2.26042;3.14629;3
   -29.47371;    9.94250;    -2.23045;3.14623;3
   -29.50700;    9.94583;    -2.20091;3.14618;3
   -29.54024;    9.94917;    -2.17165;3.14612;3
   -29.57329;    9.95250;    -2.14280;3.14606;3
   -29.60624;    9.95583;    -2.11445;3.14601;3
   -29.63918;    9.95917;    -2.08615;3.14595;3
   -29.67224;    9.96250;    -2.05828;3.14590;3
   -29.70500;    9.96583;    -2.03069;3.14584;3
   -29.73771;    9.96917;    -2.00368;3.14579;3
   -29.77047;    9.97250;    -1.97697;3.14573;3
   -29.80318;    9.97583;    -1.95077;3.14568;3
   -29.83576;    9.97917;    -1.92494;3.14562;3
   -29.86841;    9.98250;    -1.89974;3.14557;3
   -29.90094;    9.98583;    -1.87490;3.14551;3
   -29.93371;    9.98917;    -1.85057;3.14545;3
   -29.96647;    9.99250;    -1.82654;3.14540;3
   -29.99929;    9.99583;    -1.80291;3.14534;3
   -30.03224;    9.99917;    -1.77970;3.14529;3
   -30.06518;   10.00250;    -1.75684;3.14523;3
   -30.09794;   10.00583;    -1.73438;3.14518;3
   -30.13071;   10.00917;    -1.71233;3.14512;3
   -30.16341;   10.01250;    -1.69060;3.14507;3
   -30.19600;   10.01583;    -1.66918;3.14501;3
   -30.22853;   10.01917;    -1.64800;3.14496;3
   -30.26100;   10.02250;    -1.62699;3.14490;3
   -30.29335;   10.02583;    -1.60634;3.14484;3
   -30.32582;   10.02917;    -1.58595;3.14479;3
   -30.35824;   10.03250;    -1.56569;3.14473;3
   -30.39065;   10.03583;    -1.54590;3.14468;3
   -30.42300;   10.03917;    -1.52633;3.14462;3
   -30.45547;   10.04250;    -1.50691;3.14457;3
   -30.48794;   10.04583;    -1.48860;3.14451;3
   -30.52035;   10.04917;    -1.47035;3.14446;3
   -30.55265;   10.05250;    -1.45226;3.14440;3
   -30.58500;   10.05583;    -1.43448;3.14435;3
   -30.61724;   10.05917;    -1.41703;3.14429;3
   -30.64971;   10.06250;    -1.39989;3.14424;3
   -30.68212;   10.06583;    -1.38301;3.14418;3
   -30.71447;   10.06917;    -1.36651;3.14413;3
   -30.74694;   10.07250;    -1.35439;3.14407;3
   -30.77924;   10.07583;    -1.34773;3.14402;3
   -30.81159;   10.07917;    -1.33665;3.14396;3
   -30.84400;   10.08250;    -1.32281;3.14391;3
   -30.87624;   10.08583;    -1.30785;3.14385;3
   -30.90841;   10.08917;    -1.29269;3.14380;3
   -30.94065;   10.09250;    -1.27740;3.14374;3
   -30.97288;   10.09583;    -1.26227;3.14369;3
   -31.00506;   10.09917;    -1.24730;3.14363;3
   -31.03706;   10.10250;    -1.23263;3.14358;3
   -31.06918;   10.10583;    -1.21818;3.14352;3
   -31.10141;   10.10917;    -1.21727;3.14347;3
   -31.13365;   10.11250;    -1.25213;3.14341;3
   -31.16612;   10.11583;    -1.27506;3.14336;3
   -31.19853;   10.11917;    -1.27904;3.14330;3
   -31.23094;   10.12250;    -1.27339;3.14324;3
   -31.26359;   10.12583;    -1.26306;3.14319;3
   -31.29612;   10.12917;    -1.25087;3.14313;3
   -31.32888;   10.13250;    -1.23748;3.14308;3
   -31.36147;   10.13583;    -1.22394;3.14302;3
   -31.39406;   10.13917;    -1.21044;3.14296;3
   -31.42665;   10.14250;    -1.19696;3.14291;3
   -31.45929;   10.14583;    -1.18366;3.14285;3
   -31.49188;   10.14917;    -1.17053;3.14280;3
   -31.52441;   10.15250;    -1.15740;3.14274;3
   -31.55700;   10.15583;    -1.14446;3.14268;3
   -31.58953;   10.15917;    -1.13159;3.14263;3
   -31.62218;   10.16250;    -1.11885;3.14257;3
   -31.65471;   10.16583;    -1.10632;3.14252;3
   -31.68718;   10.16917;    -1.09391;3.14246;3
   -31.71953;   10.17250;    -1.08192;3.14240;3
   -31.75188;   10.17583;    -1.07013;3.14235;3
   -31.78441;   10.17917;    -1.05837;3.14229;3
   -31.81688;   10.18250;    -1.04713;3.14224;3
   -31.84953;   10.18583;    -1.03594;3.14218;3
   -31.88194;   10.18917;    -1.02490;3.14212;3
   -31.91459;   10.19250;    -1.01412;3.14207;3
   -31.94712;   10.19583;    -1.00362;3.14201;3
   -31.97971;   10.19917;    -0.99325;3.14195;3
   -32.01212;   10.20250;    -0.98311;3.14190;3
   -32.04447;   10.20583;    -0.97318;3.14184;3
   -32.07671;   10.20917;    -0.96338;3.14179;3
   -32.10894;   10.21250;    -0.95375;3.14173;3
   -32.14112;   10.21583;    -0.94414;3.14168;3
   -32.17318;   10.21917;    -0.93474;3.14162;3
   -32.20524;   10.22250;    -0.92535;3.14156;3
   -32.23735;   10.22583;    -0.91593;3.14151;3
   -32.26953;   10.22917;    -0.90670;3.14145;3
   -32.30153;   10.23250;    -0.89755;3.14140;3
   -32.33347;   10.23583;    -0.88862;3.14134;3
   -32.36529;   10.23917;    -0.87971;3.14129;3
   -32.39718;   10.24250;    -0.87096;3.14123;3
   -32.42912;   10.24583;    -0.86268;3.14118;3
   -32.46100;   10.24917;    -0.85455;3.14112;3
   -32.49300;   10.25250;    -0.84648;3.14106;3
   -32.52506;   10.25583;    -0.83866;3.14101;3
   -32.55712;   10.25917;    -0.83095;3.14095;3
   -32.58924;   10.26250;    -0.82340;3.14090;3
   -32.62147;   10.26583;    -0.81606;3.14084;3
   -32.65335;   10.26917;    -0.80871;3.14079;3
   -32.68535;   10.27250;    -0.80169;3.14073;3
   -32.71729;   10.27583;    -0.79493;3.14067;3
   -32.74912;   10.27917;    -0.78806;3.14062;3
   -32.78094;   10.28250;    -0.78119;3.14056;3
   -32.81265;   10.28583;    -0.77442;3.14051;3
   -32.84453;   10.28917;    -0.76766;3.14045;3
   -32.87647;   10.29250;    -0.76092;3.14040;3
   -32.90841;   10.29583;    -0.75429;3.14034;3
   -32.94024;   10.29917;    -0.74777;3.14029;3
   -32.97218;   10.30250;    -0.74130;3.14023;3
   -33.00412;   10.30583;    -0.73506;3.14017;3
   -33.03606;   10.30917;    -0.72894;3.14012;3
   -33.06794;   10.31250;    -0.72309;3.14006;3
   -33.10006;   10.31583;    -0.71740;3.14001;3
   -33.13212;   10.31917;    -0.71179;3.13995;3
   -33.16429;   10.32250;    -0.70634;3.13989;3
   -33.19671;   10.32583;    -0.70105;3.13984;3
   -33.22894;   10.32917;    -0.69586;3.13978;3
   -33.26118;   10.33250;    -0.69072;3.13972;3
   -33.29359;   10.33583;    -0.68568;3.13967;3
   -33.32588;   10.33917;    -0.68075;3.13961;3
   -33.35818;   10.34250;    -0.67595;3.13955;3
   -33.39029;   10.34583;    -0.67133;3.13950;3
   -33.42224;   10.34917;    -0.66667;3.13944;3
   -33.45412;   10.35250;    -0.66202;3.13939;3
   -33.48612;   10.35583;    -0.65726;3.13933;3
   -33.51800;   10.35917;    -0.65245;3.13927;3
   -33.54982;   10.36250;    -0.64764;3.13922;3
   -33.58171;   10.36583;    -0.64289;3.13916;3
   -33.61359;   10.36917;    -0.63828;3.13911;3
   -33.64535;   10.37250;    -0.63378;3.13905;3
   -33.67712;   10.37583;    -0.62941;3.13899;3
   -33.70882;   10.37917;    -0.62514;3.13894;3
   -33.74047;   10.38250;    -0.62091;3.13888;3
   -33.77229;   10.38583;    -0.61686;3.13883;3
   -33.80418;   10.38917;    -0.61285;3.13877;3
   -33.83600;   10.39250;    -0.60907;3.13871;3
   -33.86771;   10.39583;    -0.60543;3.13866;3
   -33.89935;   10.39917;    -0.60183;3.13860;3
   -33.93100;   10.40250;    -0.59820;3.13855;3
   -33.96271;   10.40583;    -0.59479;3.13849;3
   -33.99435;   10.40917;    -0.59140;3.13844;3
   -34.02582;   10.41250;    -0.58797;3.13838;3
   -34.05741;   10.41583;    -0.58452;3.13832;3
   -34.08900;   10.41917;    -0.58100;3.13827;3
   -34.12053;   10.42250;    -0.57749;3.13821;3
   -34.15200;   10.42583;    -0.57388;3.13816;3
   -34.18341;   10.42917;    -0.57031;3.13810;3
   -34.21506;   10.43250;    -0.56682;3.13805;3
   -34.24659;   10.43583;    -0.56349;3.13799;3
   -34.27829;   10.43917;    -0.56034;3.13793;3
   -34.31000;   10.44250;    -0.55723;3.13788;3
   -34.34176;   10.44583;    -0.55437;3.13782;3
   -34.37353;   10.44917;    -0.55142;3.13777;3
   -34.40553;   10.45250;    -0.54875;3.13771;3
   -34.43765;   10.45583;    -0.54607;3.13765;3
   -34.46988;   10.45917;    -0.54347;3.13759;3
   -34.50206;   10.46250;    -0.54091;3.13754;3
   -34.53441;   10.46583;    -0.53849;3.13748;3
   -34.56665;   10.46917;    -0.53617;3.13742;3
   -34.59888;   10.47250;    -0.53391;3.13737;3
   -34.63118;   10.47583;    -0.53167;3.13731;3
   -34.66335;   10.47917;    -0.52942;3.13725;3
   -34.69559;   10.48250;    -0.52720;3.13719;3
   -34.72800;   10.48583;    -0.52488;3.13714;3
   -34.76024;   10.48917;    -0.52252;3.13708;3
   -34.79247;   10.49250;    -0.52005;3.13702;3
   -34.82465;   10.49583;    -0.51763;3.13696;3
   -34.85682;   10.49917;    -0.51524;3.13691;3
   -34.88894;   10.50250;    -0.51294;3.13685;3
   -34.92118;   10.50583;    -0.51067;3.13679;3
   -34.95329;   10.50917;    -0.50855;3.13674;3
   -34.98553;   10.51250;    -0.50648;3.13668;3
   -35.01788;   10.51583;    -0.50448;3.13662;3
   -35.05012;   10.51917;    -0.50259;3.13656;3
   -35.08229;   10.52250;    -0.50067;3.13651;3
   -35.11471;   10.52583;    -0.49888;3.13645;3
   -35.14700;   10.52917;    -0.49725;3.13639;3
   -35.17918;   10.53250;    -0.49562;3.13633;3
   -35.21147;   10.53583;    -0.49397;3.13627;3
   -35.24371;   10.53917;    -0.49233;3.13622;3
   -35.27588;   10.54250;    -0.49077;3.13616;3
   -35.30806;   10.54583;    -0.48925;3.13610;3
   -35.34029;   10.54917;    -0.48768;3.13604;3
   -35.37259;   10.55250;    -0.48600;3.13599;3
   -35.40488;   10.55583;    -0.48425;3.13593;3
   -35.43729;   10.55917;    -0.48246;3.13587;3
   -35.46965;   10.56250;    -0.48065;3.13581;3
   -35.50218;   10.56583;    -0.47886;3.13575;3
   -35.53447;   10.56917;    -0.47713;3.13570;3
   -35.56688;   10.57250;    -0.47552;3.13564;3
   -35.59959;   10.57583;    -0.47402;3.13558;3
   -35.63247;   10.57917;    -0.47265;3.13552;3
   -35.66535;   10.58250;    -0.47156;3.13546;3
   -35.69853;   10.58583;    -0.47036;3.13540;3
   -35.73171;   10.58917;    -0.46913;3.13534;3
   -35.76488;   10.59250;    -0.46808;3.13528;3
   -35.79818;   10.59583;    -0.46708;3.13522;3
   -35.83135;   10.59917;    -0.46618;3.13516;3
   -35.86459;   10.60250;    -0.46539;3.13510;3
   -35.89782;   10.60583;    -0.46468;3.13504;3
   -35.93106;   10.60917;    -0.46382;3.13499;3
   -35.96418;   10.61250;    -0.46297;3.13493;3
   -35.99718;   10.61583;    -0.46207;3.13487;3
   -36.03018;   10.61917;    -0.46106;3.13481;3
   -36.06318;   10.62250;    -0.46002;3.13475;3
   -36.09624;   10.62583;    -0.45888;3.13469;3
   -36.12912;   10.62917;    -0.45756;3.13463;3
   -36.16188;   10.63250;    -0.45621;3.13457;3
   -36.19441;   10.63583;    -0.45506;3.13451;3
   -36.22700;   10.63917;    -0.45386;3.13445;3
   -36.25929;   10.64250;    -0.45274;3.13439;3
   -36.29171;   10.64583;    -0.45167;3.13433;3
   -36.32412;   10.64917;    -0.45065;3.13428;3
   -36.35653;   10.65250;    -0.44955;3.13422;3
   -36.38888;   10.65583;    -0.44853;3.13416;3
   -36.42118;   10.65917;    -0.44753;3.13410;3
   -36.45365;   10.66250;    -0.44649;3.13404;3
   -36.48606;   10.66583;    -0.44552;3.13398;3
   -36.51859;   10.66917;    -0.44465;3.13392;3
   -36.55129;   10.67250;    -0.44376;3.13387;3
   -36.58400;   10.67583;    -0.44290;3.13381;3
   -36.61671;   10.67917;    -0.44204;3.13375;3
   -36.64959;   10.68250;    -0.44119;3.13369;3
   -36.68253;   10.68583;    -0.44032;3.13363;3
   -36.71571;   10.68917;    -0.43946;3.13357;3
   -36.74906;   10.69250;    -0.43865;3.13351;3
   -36.78253;   10.69583;    -0.43785;3.13345;3
   -36.81635;   10.69917;    -0.43715;3.13339;3
   -36.85035;   10.70250;    -0.43656;3.13332;3
   -36.88471;   10.70583;    -0.43617;3.13326;3
   -36.91924;   10.70917;    -0.43607;3.13320;3
   -36.95418;   10.71250;    -0.43592;3.13314;3
   -36.98935;   10.71583;    -0.43568;3.13307;3
   -37.02465;   10.71917;    -0.43546;3.13301;3
   -37.06029;   10.72250;    -0.43521;3.13294;3
   -37.09600;   10.72583;    -0.43506;3.13288;3
   -37.13165;   10.72917;    -0.43511;3.13281;3
   -37.16741;   10.73250;    -0.43515;3.13275;3
   -37.20312;   10.73583;    -0.43524;3.13268;3
   -37.23882;   10.73917;    -0.43532;3.13262;3
   -37.27453;   10.74250;    -0.43547;3.13255;3
   -37.31012;   10.74583;    -0.43559;3.13249;3
   -37.34571;   10.74917;    -0.43572;3.13242;3
   -37.38118;   10.75250;    -0.43578;3.13236;3
   -37.41647;   10.75583;    -0.43579;3.13229;3
   -37.45165;   10.75917;    -0.43574;3.13223;3
   -37.48647;   10.76250;    -0.43564;3.13217;3
   -37.52118;   10.76583;    -0.43530;3.13210;3
   -37.55565;   10.76917;    -0.43494;3.13204;3
   -37.59012;   10.77250;    -0.43459;3.13198;3
   -37.62429;   10.77583;    -0.43398;3.13191;3
   -37.65835;   10.77917;    -0.43354;3.13185;3
   -37.69247;   10.78250;    -0.43290;3.13179;3
   -37.72659;   10.78583;    -0.43222;3.13173;3
   -37.76076;   10.78917;    -0.43157;3.13166;3
   -37.79506;   10.79250;    -0.43097;3.13160;3
   -37.82953;   10.79583;    -0.43036;3.13154;3
   -37.86424;   10.79917;    -0.42986;3.13147;3
   -37.89900;   10.80250;    -0.42944;3.13141;3
   -37.93394;   10.80583;    -0.42937;3.13135;3
   -37.96912;   10.80917;    -0.42918;3.13128;3
   -38.00435;   10.81250;    -0.42902;3.13122;3
   -38.03988;   10.81583;    -0.42889;3.13115;3
   -38.07571;   10.81917;    -0.42883;3.13109;3
   -38.11153;   10.82250;    -0.42875;3.13102;3
   -38.14741;   10.82583;    -0.42888;3.13095;3
   -38.18324;   10.82917;    -0.42903;3.13089;3
   -38.21918;   10.83250;    -0.42922;3.13082;3
   -38.25494;   10.83583;    -0.42964;3.13076;3
   -38.29071;   10.83917;    -0.42999;3.13069;3
   -38.32641;   10.84250;    -0.43028;3.13063;3
   -38.36194;   10.84583;    -0.43050;3.13056;3
   -38.39735;   10.84917;    -0.43060;3.13049;3
   -38.43253;   10.85250;    -0.43058;3.13043;3
   -38.46741;   10.85583;    -0.43048;3.13037;3
   -38.50206;   10.85917;    -0.43033;3.13030;3
   -38.53641;   10.86250;    -0.43010;3.13024;3
   -38.57053;   10.86583;    -0.42968;3.13018;3
   -38.60465;   10.86917;    -0.42922;3.13011;3
   -38.63847;   10.87250;    -0.42869;3.13005;3
   -38.67206;   10.87583;    -0.42794;3.12999;3
   -38.70571;   10.87917;    -0.42725;3.12993;3
   -38.73941;   10.88250;    -0.42649;3.12986;3
   -38.77300;   10.88583;    -0.42565;3.12980;3
   -38.80665;   10.88917;    -0.42483;3.12974;3
   -38.84059;   10.89250;    -0.42410;3.12968;3
   -38.87459;   10.89583;    -0.42348;3.12961;3
   -38.90871;   10.89917;    -0.42294;3.12955;3
   -38.94294;   10.90250;    -0.42245;3.12949;3
   -38.97747;   10.90583;    -0.42235;3.12942;3
   -39.01212;   10.90917;    -0.42219;3.12936;3
   -39.04706;   10.91250;    -0.42207;3.12929;3
   -39.08241;   10.91583;    -0.42196;3.12923;3
   -39.11788;   10.91917;    -0.42203;3.12916;3
   -39.15341;   10.92250;    -0.42211;3.12910;3
   -39.18906;   10.92583;    -0.42221;3.12903;3
   -39.22459;   10.92917;    -0.42236;3.12896;3
   -39.26024;   10.93250;    -0.42253;3.12890;3
   -39.29582;   10.93583;    -0.42276;3.12883;3
   -39.33124;   10.93917;    -0.42318;3.12877;3
   -39.36671;   10.94250;    -0.42352;3.12870;3
   -39.40212;   10.94583;    -0.42375;3.12863;3
   -39.43718;   10.94917;    -0.42382;3.12857;3
   -39.47200;   10.95250;    -0.42382;3.12850;3
   -39.50671;   10.95583;    -0.42384;3.12844;3
   -39.54124;   10.95917;    -0.42373;3.12838;3
   -39.57547;   10.96250;    -0.42355;3.12831;3
   -39.60947;   10.96583;    -0.42325;3.12825;3
   -39.64324;   10.96917;    -0.42281;3.12819;3
   -39.67671;   10.97250;    -0.42240;3.12812;3
   -39.71018;   10.97583;    -0.42172;3.12806;3
   -39.74341;   10.97917;    -0.42076;3.12800;3
   -39.77665;   10.98250;    -0.41997;3.12794;3
   -39.80994;   10.98583;    -0.41909;3.12787;3
   -39.84329;   10.98917;    -0.41824;3.12781;3
   -39.87676;   10.99250;    -0.41753;3.12775;3
   -39.91029;   10.99583;    -0.41690;3.12769;3
   -39.94400;   10.99917;    -0.41632;3.12762;3
   -39.97771;   11.00250;    -0.41582;3.12756;3
   -40.01171;   11.00583;    -0.41533;3.12750;3
   -40.04588;   11.00917;    -0.41530;3.12743;3
   -40.08018;   11.01250;    -0.41515;3.12737;3
   -40.11465;   11.01583;    -0.41502;3.12730;3
   -40.14918;   11.01917;    -0.41492;3.12724;3
   -40.18382;   11.02250;    -0.41485;3.12717;3
   -40.21847;   11.02583;    -0.41495;3.12711;3
   -40.25318;   11.02917;    -0.41503;3.12704;3
   -40.28771;   11.03250;    -0.41514;3.12698;3
   -40.32235;   11.03583;    -0.41528;3.12692;3
   -40.35688;   11.03917;    -0.41541;3.12685;3
   -40.39124;   11.04250;    -0.41547;3.12679;3
   -40.42535;   11.04583;    -0.41551;3.12672;3
   -40.45912;   11.04917;    -0.41546;3.12666;3
   -40.49277;   11.05250;    -0.41534;3.12659;3
   -40.52618;   11.05583;    -0.41518;3.12653;3
   -40.55935;   11.05917;    -0.41462;3.12647;3
   -40.59224;   11.06250;    -0.41414;3.12641;3
   -40.62500;   11.06583;    -0.41354;3.12635;3
   -40.65753;   11.06917;    -0.41291;3.12628;3
   -40.68994;   11.07250;    -0.41218;3.12622;3
   -40.72229;   11.07583;    -0.41137;3.12616;3
   -40.75471;   11.07917;    -0.41060;3.12610;3
   -40.78712;   11.08250;    -0.40966;3.12604;3
   -40.81953;   11.08583;    -0.40878;3.12598;3
   -40.85212;   11.08917;    -0.40791;3.12592;3
   -40.88476;   11.09250;    -0.40714;3.12586;3
   -40.91759;   11.09583;    -0.40645;3.12579;3
   -40.95065;   11.09917;    -0.40583;3.12573;3
   -40.98406;   11.10250;    -0.40558;3.12567;3
   -41.01765;   11.10583;    -0.40531;3.12561;3
   -41.05147;   11.10917;    -0.40496;3.12554;3
   -41.08535;   11.11250;    -0.40470;3.12548;3
   -41.11959;   11.11583;    -0.40466;3.12541;3
   -41.15400;   11.11917;    -0.40467;3.12535;3
   -41.18847;   11.12250;    -0.40479;3.12528;3
   -41.22300;   11.12583;    -0.40493;3.12522;3
   -41.25765;   11.12917;    -0.40525;3.12515;3
   -41.29223;   11.13250;    -0.40551;3.12509;3
   -41.32665;   11.13583;    -0.40581;3.12502;3
   -41.36100;   11.13917;    -0.40603;3.12496;3
   -41.39518;   11.14250;    -0.40622;3.12489;3
   -41.42923;   11.14583;    -0.40631;3.12483;3
   -41.46323;   11.14917;    -0.40624;3.12476;3
   -41.49688;   11.15250;    -0.40610;3.12470;3
   -41.53035;   11.15583;    -0.40588;3.12464;3
   -41.56347;   11.15917;    -0.40540;3.12457;3
   -41.59647;   11.16250;    -0.40506;3.12451;3
   -41.62923;   11.16583;    -0.40472;3.12445;3
   -41.66194;   11.16917;    -0.40426;3.12439;3
   -41.69441;   11.17250;    -0.40374;3.12432;3
   -41.72688;   11.17583;    -0.40316;3.12426;3
   -41.75924;   11.17917;    -0.40248;3.12420;3
   -41.79176;   11.18250;    -0.40179;3.12414;3
   -41.82424;   11.18583;    -0.40114;3.12408;3
   -41.85676;   11.18917;    -0.40051;3.12401;3
   -41.88947;   11.19250;    -0.39993;3.12395;3
   -41.92229;   11.19583;    -0.39937;3.12389;3
   -41.95529;   11.19917;    -0.39885;3.12383;3
   -41.98847;   11.20250;    -0.39855;3.12376;3
   -42.02171;   11.20583;    -0.39839;3.12370;3
   -42.05512;   11.20917;    -0.39812;3.12364;3
   -42.08882;   11.21250;    -0.39789;3.12357;3
   -42.12259;   11.21583;    -0.39772;3.12351;3
   -42.15647;   11.21917;    -0.39769;3.12344;3
   -42.19041;   11.22250;    -0.39775;3.12338;3
   -42.22441;   11.22583;    -0.39786;3.12331;3
   -42.25853;   11.22917;    -0.39799;3.12325;3
   -42.29247;   11.23250;    -0.39813;3.12318;3
   -42.32635;   11.23583;    -0.39834;3.12312;3
   -42.36006;   11.23917;    -0.39848;3.12305;3
   -42.39371;   11.24250;    -0.39859;3.12299;3
   -42.42729;   11.24583;    -0.39860;3.12293;3
   -42.46053;   11.24917;    -0.39857;3.12286;3
   -42.49359;   11.25250;    -0.39851;3.12280;3
   -42.52653;   11.25583;    -0.39839;3.12274;3
   -42.55929;   11.25917;    -0.39789;3.12267;3
   -42.59188;   11.26250;    -0.39729;3.12261;3
   -42.62424;   11.26583;    -0.39695;3.12255;3
   -42.65647;   11.26917;    -0.39656;3.12249;3
   -42.68865;   11.27250;    -0.39608;3.12243;3
   -42.72082;   11.27583;    -0.39544;3.12236;3
   -42.75306;   11.27917;    -0.39483;3.12230;3
   -42.78524;   11.28250;    -0.39419;3.12224;3
   -42.81735;   11.28583;    -0.39355;3.12218;3
   -42.84971;   11.28917;    -0.39296;3.12212;3
   -42.88224;   11.29250;    -0.39232;3.12205;3
   -42.91482;   11.29583;    -0.39173;3.12199;3
   -42.94765;   11.29917;    -0.39116;3.12193;3
   -42.98053;   11.30250;    -0.39069;3.12186;3
   -43.01388;   11.30583;    -0.39027;3.12180;3
   -43.04735;   11.30917;    -0.38995;3.12174;3
   -43.08106;   11.31250;    -0.38970;3.12167;3
   -43.11482;   11.31583;    -0.38968;3.12161;3
   -43.14865;   11.31917;    -0.38987;3.12154;3
