#FILE:02 A2 0.1 M Sucrose.ngb-sd7
#FORMAT:NETZSCH5
#IDENTITY:02 A2 0.1 M Sucrose
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:DSC
#INSTRUMENT:NETZSCH DSC 204F1 Phoenix
#PROJECT:Cumerr Rapid
#DATE/TIME:22.02.2016 18:12:13
#CORR. FILE:
#LABORATORY:Bioreaktor
#OPERATOR:MM
#REMARK:
#SAMPLE:0.1 M
#SAMPLE MASS /mg:29.8
#MATERIAL:DMSO+5%DMSO
#REFERENCE:Leertiegel
#REFERENCE MASS /mg:0
#TYPE OF CRUCIBLE:Pan Al, pierced lid
#SAMPLE CRUCIBLE MASS /mg:38.7
#REFERENCE CRUCIBLE MASS /mg:39.1
#CORR. CODE:000
#EXO:-1
#RANGE:-80....20/-10.0....10.0K/min
#SEGMENT:S1-5/5

##Temp./°C;Time/min;DSC/(mW/mg);Sensit./(uV/mW);Segment
   -75.29541;   14.56250;    -0.29106;3.05060;3
   -75.32671;   14.56583;    -0.29102;3.05053;3
   -75.35806;   14.56917;    -0.29094;3.05045;3
   -75.38935;   14.57250;    -0.29088;3.05037;3
   -75.42071;   14.57583;    -0.29081;3.05029;3
   -75.45206;   14.57917;    -0.29073;3.05021;3
   -75.48341;   14.58250;    -0.29066;3.05014;3
   -75.51476;   14.58583;    -0.29057;3.05006;3
   -75.54612;   14.58917;    -0.29045;3.04998;3
   -75.57747;   14.59250;    -0.29035;3.04990;3
   -75.60888;   14.59583;    -0.29027;3.04982;3
   -75.64035;   14.59917;    -0.29007;3.04975;3
   -75.67182;   14.60250;    -0.28991;3.04967;3
   -75.70329;   14.60583;    -0.28979;3.04959;3
   -75.73482;   14.60917;    -0.28969;3.04951;3
   -75.76641;   14.61250;    -0.28957;3.04943;3
   -75.79812;   14.61583;    -0.28948;3.04935;3
   -75.82965;   14.61917;    -0.28948;3.04927;3
   -75.86141;   14.62250;    -0.28952;3.04920;3
   -75.89318;   14.62583;    -0.28958;3.04912;3
   -75.92518;   14.62917;    -0.28965;3.04904;3
   -75.95735;   14.63250;    -0.28969;3.04896;3
   -75.98947;   14.63583;    -0.28972;3.04888;3
   -76.02159;   14.63917;    -0.28973;3.04880;3
   -76.05382;   14.64250;    -0.28979;3.04872;3
   -76.08606;   14.64583;    -0.28986;3.04863;3
   -76.11841;   14.64917;    -0.28993;3.04855;3
   -76.15076;   14.65250;    -0.29015;3.04847;3
   -76.18312;   14.65583;    -0.29020;3.04839;3
   -76.21553;   14.65917;    -0.29030;3.04831;3
   -76.24794;   14.66250;    -0.29054;3.04823;3
   -76.28059;   14.66583;    -0.29068;3.04815;3
   -76.31329;   14.66917;    -0.29081;3.04807;3
   -76.34600;   14.67250;    -0.29088;3.04798;3
   -76.37876;   14.67583;    -0.29102;3.04790;3
   -76.41159;   14.67917;    -0.29118;3.04782;3
   -76.44447;   14.68250;    -0.29130;3.04774;3
   -76.47724;   14.68583;    -0.29144;3.04766;3
   -76.50994;   14.68917;    -0.29164;3.04757;3
   -76.54282;   14.69250;    -0.29184;3.04749;3
   -76.57576;   14.69583;    -0.29207;3.04741;3
   -76.60865;   14.69917;    -0.29227;3.04733;3
   -76.64165;   14.70250;    -0.29246;3.04724;3
   -76.67453;   14.70583;    -0.29264;3.04716;3
   -76.70741;   14.70917;    -0.29288;3.04708;3
   -76.74029;   14.71250;    -0.29308;3.04700;3
   -76.77324;   14.71583;    -0.29326;3.04691;3
   -76.80624;   14.71917;    -0.29342;3.04683;3
   -76.83900;   14.72250;    -0.29357;3.04675;3
   -76.87188;   14.72583;    -0.29357;3.04667;3
   -76.90488;   14.72917;    -0.29356;3.04658;3
   -76.93771;   14.73250;    -0.29357;3.04650;3
   -76.97059;   14.73583;    -0.29361;3.04642;3
   -77.00347;   14.73917;    -0.29363;3.04634;3
   -77.03641;   14.74250;    -0.29361;3.04625;3
   -77.06924;   14.74583;    -0.29360;3.04617;3
   -77.10200;   14.74917;    -0.29365;3.04609;3
   -77.13488;   14.75250;    -0.29371;3.04601;3
   -77.16771;   14.75583;    -0.29382;3.04592;3
   -77.20041;   14.75917;    -0.29392;3.04584;3
   -77.23347;   14.76250;    -0.29402;3.04576;3
   -77.26665;   14.76583;    -0.29412;3.04567;3
   -77.29976;   14.76917;    -0.29417;3.04559;3
   -77.33276;   14.77250;    -0.29422;3.04551;3
   -77.36582;   14.77583;    -0.29428;3.04543;3
   -77.39912;   14.77917;    -0.29438;3.04534;3
   -77.43223;   14.78250;    -0.29447;3.04526;3
   -77.46518;   14.78583;    -0.29460;3.04517;3
   -77.49835;   14.78917;    -0.29469;3.04509;3
   -77.53141;   14.79250;    -0.29478;3.04501;3
   -77.56435;   14.79583;    -0.29487;3.04492;3
   -77.59729;   14.79917;    -0.29503;3.04484;3
   -77.63024;   14.80250;    -0.29517;3.04476;3
   -77.66312;   14.80583;    -0.29532;3.04468;3
   -77.69571;   14.80917;    -0.29547;3.04459;3
   -77.72841;   14.81250;    -0.29560;3.04451;3
   -77.76112;   14.81583;    -0.29573;3.04443;3
   -77.79353;   14.81917;    -0.29577;3.04435;3
   -77.82600;   14.82250;    -0.29573;3.04426;3
   -77.85841;   14.82583;    -0.29536;3.04418;3
   -77.89082;   14.82917;    -0.29520;3.04410;3
   -77.92312;   14.83250;    -0.29504;3.04402;3
   -77.95529;   14.83583;    -0.29486;3.04394;3
   -77.98747;   14.83917;    -0.29457;3.04386;3
   -78.01971;   14.84250;    -0.29430;3.04377;3
   -78.05200;   14.84583;    -0.29415;3.04369;3
   -78.08435;   14.84917;    -0.29403;3.04361;3
   -78.11676;   14.85250;    -0.29390;3.04353;3
   -78.14918;   14.85583;    -0.29385;3.04345;3
   -78.18176;   14.85917;    -0.29382;3.04336;3
   -78.21447;   14.86250;    -0.29381;3.04328;3
   -78.24753;   14.86583;    -0.29383;3.04320;3
   -78.28053;   14.86917;    -0.29386;3.04311;3
   -78.31382;   14.87250;    -0.29390;3.04303;3
   -78.34712;   14.87583;    -0.29394;3.04294;3
   -78.38047;   14.87917;    -0.29400;3.04286;3
   -78.41394;   14.88250;    -0.29402;3.04278;3
   -78.44759;   14.88583;    -0.29442;3.04269;3
   -78.48165;   14.88917;    -0.29467;3.04260;3
   -78.51559;   14.89250;    -0.29489;3.04252;3
   -78.54953;   14.89583;    -0.29509;3.04243;3
   -78.58341;   14.89917;    -0.29529;3.04235;3
   -78.61735;   14.90250;    -0.29548;3.04226;3
   -78.65118;   14.90583;    -0.29587;3.04217;3
   -78.68512;   14.90917;    -0.29618;3.04209;3
   -78.71906;   14.91250;    -0.29670;3.04200;3
   -78.75288;   14.91583;    -0.29693;3.04191;3
   -78.78671;   14.91917;    -0.29707;3.04183;3
   -78.82029;   14.92250;    -0.29719;3.04174;3
   -78.85406;   14.92583;    -0.29717;3.04166;3
   -78.88753;   14.92917;    -0.29713;3.04157;3
   -78.92112;   14.93250;    -0.29705;3.04149;3
   -78.95459;   14.93583;    -0.29699;3.04140;3
   -78.98806;   14.93917;    -0.29697;3.04132;3
   -79.02153;   14.94250;    -0.29698;3.04123;3
   -79.05471;   14.94583;    -0.29694;3.04115;3
   -79.08800;   14.94917;    -0.29692;3.04106;3
   -79.12129;   14.95250;    -0.29694;3.04098;3
   -79.15471;   14.95583;    -0.29692;3.04089;3
   -79.18806;   14.95917;    -0.29689;3.04081;3
   -79.22141;   14.96250;    -0.29692;3.04072;3
   -79.25471;   14.96583;    -0.29694;3.04064;3
   -79.28806;   14.96917;    -0.29692;3.04055;3
   -79.32153;   14.97250;    -0.29690;3.04047;3
   -79.35494;   14.97583;    -0.29690;3.04038;3
   -79.38800;   14.97917;    -0.29691;3.04030;3
   -79.42193;   14.98250;    -0.29692;3.04021;3
   -79.45538;   14.98583;    -0.29696;3.04012;3
   -79.48882;   14.98917;    -0.29695;3.04004;3
   -79.52211;   14.99250;    -0.29701;3.03995;3
   -79.55557;   14.99583;    -0.29707;3.03987;3
   -79.58920;   14.99917;    -0.29714;3.03978;3
   -79.62333;   15.00250;    -0.29718;3.03970;3
   -79.65700;   15.00583;    -0.29724;3.03961;3
   -79.67200;   15.00917;    -0.29726;3.03957;4
   -79.86533;   15.02917;    -0.29617;3.03908;4
   -80.04400;   15.04917;    -0.29215;3.03862;4
   -80.21614;   15.06917;    -0.28805;3.03818;4
   -80.37511;   15.08917;    -0.28471;3.03777;4
   -80.52700;   15.10917;    -0.28160;3.03738;4
   -80.66969;   15.12917;    -0.27610;3.03701;4
   -80.80160;   15.14917;    -0.26829;3.03667;4
   -80.92153;   15.16917;    -0.26067;3.03636;4
   -81.05329;   15.18917;    -0.25467;3.03602;4
   -81.17571;   15.20917;    -0.24892;3.03571;4
   -81.28977;   15.22917;    -0.24173;3.03541;4
   -81.39477;   15.24917;    -0.23328;3.03514;4
   -81.48994;   15.26917;    -0.22469;3.03489;4
   -81.57494;   15.28917;    -0.21522;3.03467;4
   -81.65041;   15.30917;    -0.20468;3.03448;4
   -81.71618;   15.32917;    -0.19393;3.03431;4
   -81.77182;   15.34917;    -0.18245;3.03416;4
   -81.81653;   15.36917;    -0.16951;3.03405;4
   -81.85029;   15.38917;    -0.15640;3.03396;4
   -81.87376;   15.40917;    -0.14292;3.03390;4
   -81.88706;   15.42917;    -0.12913;3.03386;4
   -81.89047;   15.44917;    -0.11518;3.03385;4
   -81.88488;   15.46917;    -0.10128;3.03387;4
   -81.87047;   15.48917;-8.6837e-002;3.03391;4
   -81.84788;   15.50917;-7.1595e-002;3.03397;4
   -81.81812;   15.52917;-5.7248e-002;3.03404;4
   -81.78206;   15.54917;-4.3171e-002;3.03414;4
   -81.74018;   15.56917;-2.9762e-002;3.03424;4
   -81.69329;   15.58917;-1.7163e-002;3.03437;4
   -81.64194;   15.60917;-4.9276e-003;3.03450;4
   -81.58700;   15.62917; 5.6781e-003;3.03464;4
   -81.52935;   15.64917; 1.5237e-002;3.03479;4
   -81.47000;   15.66917; 2.3951e-002;3.03494;4
   -81.40953;   15.68917; 3.1458e-002;3.03510;4
   -81.34823;   15.70917; 3.8163e-002;3.03526;4
   -81.28682;   15.72917; 4.3365e-002;3.03542;4
   -81.22594;   15.74917; 4.8306e-002;3.03558;4
   -81.16618;   15.76917; 5.3230e-002;3.03573;4
   -81.10765;   15.78917; 5.6812e-002;3.03588;4
   -81.04982;   15.80917; 5.9162e-002;3.03603;4
   -80.99359;   15.82917; 6.0147e-002;3.03618;4
   -80.93941;   15.84917; 6.1316e-002;3.03632;4
   -80.88729;   15.86917; 6.2925e-002;3.03645;4
   -80.83694;   15.88917; 6.3724e-002;3.03658;4
   -80.78812;   15.90917; 6.3469e-002;3.03671;4
   -80.74124;   15.92917; 6.2101e-002;3.03683;4
   -80.69682;   15.94917; 6.1585e-002;3.03694;4
   -80.65476;   15.96917; 6.1701e-002;3.03705;4
   -80.61447;   15.98917; 6.1168e-002;3.03715;4
   -80.57571;   16.00917; 5.9338e-002;3.03725;4
   -80.53847;   16.02917; 5.6538e-002;3.03735;4
   -80.50347;   16.04917; 5.4547e-002;3.03744;4
   -80.47088;   16.06917; 5.3484e-002;3.03752;4
   -80.44023;   16.08917; 5.2379e-002;3.03760;4
   -80.41129;   16.10917; 5.0271e-002;3.03768;4
   -80.38382;   16.12917; 4.7312e-002;3.03775;4
   -80.35853;   16.14917; 4.5002e-002;3.03781;4
   -80.33494;   16.16917; 4.3745e-002;3.03787;4
   -80.31300;   16.18917; 4.2498e-002;3.03793;4
   -80.29247;   16.20917; 4.0525e-002;3.03798;4
   -80.27359;   16.22917; 3.7255e-002;3.03803;4
   -80.25594;   16.24917; 3.3724e-002;3.03807;4
   -80.23906;   16.26917; 3.1220e-002;3.03812;4
   -80.22229;   16.28917; 3.0142e-002;3.03816;4
   -80.20571;   16.30917; 2.8397e-002;3.03820;4
   -80.18959;   16.32917; 2.6627e-002;3.03824;4
   -80.17400;   16.34917; 2.4175e-002;3.03828;4
   -80.15876;   16.36917; 2.1487e-002;3.03832;4
   -80.14312;   16.38917; 1.9135e-002;3.03836;4
   -80.12647;   16.40917; 1.8369e-002;3.03841;4
   -80.10912;   16.42917; 1.8714e-002;3.03845;4
   -80.09088;   16.44917; 1.9573e-002;3.03850;4
   -80.07218;   16.46917; 2.0441e-002;3.03855;4
   -80.05271;   16.48917; 2.0609e-002;3.03860;4
   -80.03241;   16.50917; 2.0719e-002;3.03865;4
   -80.01094;   16.52917; 2.0997e-002;3.03870;4
   -79.98853;   16.54917; 2.2058e-002;3.03876;4
   -79.96512;   16.56917; 2.3718e-002;3.03882;4
   -79.94159;   16.58917; 2.5335e-002;3.03888;4
   -79.91800;   16.60917; 2.6295e-002;3.03894;4
   -79.89453;   16.62917; 2.6657e-002;3.03900;4
   -79.87124;   16.64917; 2.7407e-002;3.03906;4
   -79.84782;   16.66917; 2.8266e-002;3.03912;4
   -79.82453;   16.68917; 2.8653e-002;3.03918;4
   -79.80159;   16.70917; 2.8838e-002;3.03924;4
   -79.77971;   16.72917; 2.8535e-002;3.03930;4
   -79.75900;   16.74917; 2.8029e-002;3.03935;4
   -79.73906;   16.76917; 2.7532e-002;3.03940;4
   -79.72012;   16.78917; 2.7161e-002;3.03945;4
   -79.70235;   16.80917; 2.6942e-002;3.03949;4
   -79.68606;   16.82917; 2.6672e-002;3.03953;4
   -79.67141;   16.84917; 2.5686e-002;3.03957;4
   -79.65853;   16.86917; 2.4406e-002;3.03961;4
   -79.64706;   16.88917; 2.2570e-002;3.03963;4
   -79.63729;   16.90917; 2.1045e-002;3.03966;4
   -79.62882;   16.92917; 1.9841e-002;3.03968;4
   -79.62212;   16.94917; 1.8813e-002;3.03970;4
   -79.61712;   16.96917; 1.7659e-002;3.03971;4
   -79.61388;   16.98917; 1.5663e-002;3.03972;4
   -79.61276;   17.00917; 1.2968e-002;3.03972;4
   -79.61359;   17.02917; 1.0071e-002;3.03972;4
   -79.61635;   17.04917; 7.4764e-003;3.03971;4
   -79.62047;   17.06917; 5.7919e-003;3.03970;4
   -79.62600;   17.08917; 3.9558e-003;3.03969;4
   -79.63353;   17.10917; 1.8248e-003;3.03967;4
   -79.64300;   17.12917;-5.2525e-004;3.03965;4
   -79.65429;   17.14917;-3.3302e-003;3.03962;4
   -79.66729;   17.16917;-6.0341e-003;3.03958;4
   -79.68147;   17.18917;-8.7297e-003;3.03955;4
   -79.69671;   17.20917;-1.1072e-002;3.03951;4
   -79.71323;   17.22917;-1.2748e-002;3.03947;4
   -79.73088;   17.24917;-1.4551e-002;3.03942;4
   -79.74971;   17.26917;-1.6657e-002;3.03937;4
   -79.76929;   17.28917;-1.9320e-002;3.03932;4
   -79.78953;   17.30917;-2.2126e-002;3.03927;4
   -79.81018;   17.32917;-2.4443e-002;3.03922;4
   -79.83100;   17.34917;-2.6187e-002;3.03916;4
   -79.85188;   17.36917;-2.7418e-002;3.03911;4
   -79.87271;   17.38917;-2.8640e-002;3.03906;4
   -79.89365;   17.40917;-2.9871e-002;3.03900;4
   -79.91429;   17.42917;-3.1110e-002;3.03895;4
   -79.93424;   17.44917;-3.2097e-002;3.03890;4
   -79.95324;   17.46917;-3.2460e-002;3.03885;4
   -79.97118;   17.48917;-3.2410e-002;3.03880;4
   -79.98806;   17.50917;-3.2242e-002;3.03876;4
   -80.00382;   17.52917;-3.2066e-002;3.03872;4
   -80.01829;   17.54917;-3.1914e-002;3.03868;4
   -80.03135;   17.56917;-3.1308e-002;3.03865;4
   -80.04282;   17.58917;-3.0213e-002;3.03862;4
   -80.05259;   17.60917;-2.9026e-002;3.03860;4
   -80.06106;   17.62917;-2.7442e-002;3.03857;4
   -80.06841;   17.64917;-2.6094e-002;3.03856;4
   -80.07453;   17.66917;-2.4856e-002;3.03854;4
   -80.07900;   17.68917;-2.3373e-002;3.03853;4
   -80.08223;   17.70917;-2.1477e-002;3.03852;4
   -80.08423;   17.72917;-1.9169e-002;3.03852;4
   -80.08500;   17.74917;-1.6927e-002;3.03851;4
   -80.08494;   17.76917;-1.5031e-002;3.03851;4
   -80.08406;   17.78917;-1.3658e-002;3.03852;4
   -80.08241;   17.80917;-1.2790e-002;3.03852;4
   -80.08029;   17.82917;-1.1509e-002;3.03853;4
   -80.07771;   17.84917;-9.9842e-003;3.03853;4
   -80.07500;   17.86917;-8.2485e-003;3.03854;4
   -80.07241;   17.88917;-6.9508e-003;3.03855;4
   -80.07000;   17.90917;-6.0745e-003;3.03855;4
   -80.06788;   17.92917;-5.3245e-003;3.03856;4
   -80.06606;   17.94917;-4.6336e-003;3.03856;4
   -80.06459;   17.96917;-4.0184e-003;3.03857;4
   -80.06341;   17.98917;-3.3359e-003;3.03857;4
   -80.06259;   18.00917;-3.3107e-003;3.03857;4
   -80.06247;   18.02917;-3.4960e-003;3.03857;4
   -80.06271;   18.04917;-4.1701e-003;3.03857;4
   -80.06347;   18.06917;-4.9453e-003;3.03857;4
   -80.06494;   18.08917;-5.3498e-003;3.03856;4
   -80.06694;   18.10917;-5.6531e-003;3.03856;4
   -80.06953;   18.12917;-6.0323e-003;3.03855;4
   -80.07259;   18.14917;-6.7402e-003;3.03854;4
   -80.07606;   18.16917;-7.4817e-003;3.03854;4
   -80.07976;   18.18917;-7.6924e-003;3.03853;4
   -80.08365;   18.20917;-7.9537e-003;3.03852;4
   -80.08765;   18.22917;-8.2655e-003;3.03851;4
   -80.09165;   18.24917;-8.7459e-003;3.03850;4
   -80.09559;   18.26917;-9.5717e-003;3.03849;4
   -80.09941;   18.28917;-1.0010e-002;3.03848;4
   -80.10277;   18.30917;-1.0423e-002;3.03847;4
   -80.10553;   18.32917;-1.0482e-002;3.03846;4
   -80.10800;   18.34917;-1.0482e-002;3.03845;4
   -80.11071;   18.36917;-1.0516e-002;3.03845;4
   -80.11329;   18.38917;-1.0575e-002;3.03844;4
   -80.11576;   18.40917;-1.0524e-002;3.03843;4
   -80.11782;   18.42917;-1.0120e-002;3.03843;4
   -80.11935;   18.44917;-9.1593e-003;3.03842;4
   -80.12024;   18.46917;-8.3251e-003;3.03842;4
   -80.12071;   18.48917;-7.5751e-003;3.03842;4
   -80.12088;   18.50917;-7.0949e-003;3.03842;4
   -80.12065;   18.52917;-6.9348e-003;3.03842;4
   -80.12047;   18.54917;-7.0781e-003;3.03842;4
   -80.12041;   18.56917;-7.6595e-003;3.03842;4
   -80.12035;   18.58917;-7.8449e-003;3.03842;4
   -80.12006;   18.60917;-7.2971e-003;3.03842;4
   -80.11953;   18.62917;-6.1006e-003;3.03842;4
   -80.11906;   18.64917;-5.0220e-003;3.03843;4
   -80.11906;   18.66917;-4.3142e-003;3.03843;4
   -80.11953;   18.68917;-4.1120e-003;3.03842;4
   -80.12006;   18.70917;-4.5839e-003;3.03842;4
   -80.12100;   18.72917;-5.7383e-003;3.03842;4
   -80.12200;   18.74917;-6.2945e-003;3.03842;4
   -80.12294;   18.76917;-6.3450e-003;3.03842;4
   -80.12359;   18.78917;-5.5276e-003;3.03841;4
   -80.12406;   18.80917;-4.8535e-003;3.03841;4
   -80.12441;   18.82917;-4.9462e-003;3.03841;4
   -80.12418;   18.84917;-5.7889e-003;3.03841;4
   -80.12353;   18.86917;-7.1540e-003;3.03841;4
   -80.12200;   18.88917;-8.5360e-003;3.03842;4
   -80.11941;   18.90917;-9.3196e-003;3.03842;4
   -80.11612;   18.92917;-8.9826e-003;3.03843;4
   -80.11218;   18.94917;-7.3141e-003;3.03844;4
   -80.10800;   18.96917;-5.4518e-003;3.03845;4
   -80.10335;   18.98917;-3.8845e-003;3.03847;4
   -80.09818;   19.00917;-2.4351e-003;3.03848;4
   -80.09224;   19.02917;-1.2891e-003;3.03849;4
   -80.08565;   19.04917; 4.2335e-005;3.03851;4
   -80.07841;   19.06917; 1.2221e-003;3.03853;4
   -80.07059;   19.08917; 2.5534e-003;3.03855;4
   -80.06265;   19.10917; 3.8090e-003;3.03857;4
   -80.05518;   19.12917; 4.7359e-003;3.03859;4
   -80.04818;   19.14917; 5.3258e-003;3.03861;4
   -80.04129;   19.16917; 5.3258e-003;3.03863;4
   -80.03500;   19.18917; 4.7445e-003;3.03864;4
   -80.02941;   19.20917; 4.0957e-003;3.03866;4
   -80.02482;   19.22917; 3.6155e-003;3.03867;4
   -80.02118;   19.24917; 3.4892e-003;3.03868;4
   -80.01847;   19.26917; 3.1185e-003;3.03868;4
   -80.01677;   19.28917; 2.4529e-003;3.03869;4
   -80.01577;   19.30917; 1.8463e-003;3.03869;4
   -80.01577;   19.32917; 1.1807e-003;3.03869;4
   -80.01671;   19.34917; 6.5835e-004;3.03869;4
   -80.01859;   19.36917;-2.9374e-004;3.03868;4
   -80.02129;   19.38917;-1.8946e-003;3.03868;4
   -80.02465;   19.40917;-3.2680e-003;3.03867;4
   -80.02859;   19.42917;-4.3381e-003;3.03866;4
   -80.03271;   19.44917;-5.2060e-003;3.03865;4
   -80.03718;   19.46917;-5.6021e-003;3.03864;4
   -80.04165;   19.48917;-6.4026e-003;3.03862;4
   -80.04671;   19.50917;-7.8266e-003;3.03861;4
   -80.05182;   19.52917;-9.3687e-003;3.03860;4
   -80.05682;   19.54917;-1.0835e-002;3.03859;4
   -80.06159;   19.56917;-1.1450e-002;3.03857;4
   -80.06624;   19.58917;-1.1551e-002;3.03856;4
   -80.07053;   19.60917;-1.1223e-002;3.03855;4
   -80.07465;   19.62917;-1.0928e-002;3.03854;4
   -80.07859;   19.64917;-1.0869e-002;3.03853;4
   -80.08200;   19.66917;-1.0566e-002;3.03852;4
   -80.08453;   19.68917;-1.0355e-002;3.03851;4
   -80.08612;   19.70917;-9.8327e-003;3.03851;4
   -80.08688;   19.72917;-9.4958e-003;3.03851;4
   -80.08677;   19.74917;-9.3610e-003;3.03851;4
   -80.08582;   19.76917;-9.1335e-003;3.03851;4
   -80.08424;   19.78917;-8.8385e-003;3.03852;4
   -80.08176;   19.80917;-8.3161e-003;3.03852;4
   -80.09300;   19.82917;-7.3978e-003;3.03849;4
   -80.07780;   19.84917;-6.4286e-003;3.03853;4
   -80.07569;   19.86917;-5.4428e-003;3.03854;4
   -80.07218;   19.88917;-4.5159e-003;3.03855;4
   -80.06722;   19.90917;-3.4541e-003;3.03856;4
   -80.06057;   19.92917;-2.1733e-003;3.03858;4
   -80.05240;   19.94917;-8.4192e-004;3.03860;4
   -80.04300;   19.96917; 4.9785e-004;3.03862;4
   -80.03700;   19.98917; 1.1888e-003;3.03864;4
   -80.03200;   20.00917; 1.3742e-003;3.03865;5
   -80.03166;   20.01083; 1.3742e-003;3.03865;5
   -80.03100;   20.01417; 1.3489e-003;3.03865;5
   -80.03043;   20.01750; 1.3152e-003;3.03865;5
   -80.02967;   20.02083; 1.2900e-003;3.03865;5
   -80.02936;   20.02417; 1.2900e-003;3.03866;5
   -80.02900;   20.02750; 1.1889e-003;3.03866;5
   -80.02847;   20.03083; 1.1552e-003;3.03866;5
   -80.02747;   20.03417; 1.0878e-003;3.03866;5
   -80.02584;   20.03750; 9.4455e-004;3.03866;5
   -80.02338;   20.04083; 8.6027e-004;3.03867;5
   -80.02000;   20.04417; 7.6760e-004;3.03868;5
   -80.01540;   20.04750; 6.1596e-004;3.03869;5
   -80.00952;   20.05083; 5.5698e-004;3.03871;5
   -80.00234;   20.05417; 5.1487e-004;3.03873;5
   -79.99374;   20.05750; 5.7387e-004;3.03875;5
   -79.98370;   20.06083; 7.2556e-004;3.03877;5
   -79.97223;   20.06417; 1.1468e-003;3.03880;5
   -79.95938;   20.06750; 1.6777e-003;3.03884;5
   -79.94508;   20.07083; 2.5623e-003;3.03887;5
   -79.92946;   20.07417; 3.4301e-003;3.03891;5
   -79.91256;   20.07750; 4.6180e-003;3.03896;5
   -79.89438;   20.08083; 5.8986e-003;3.03900;5
   -79.87506;   20.08417; 7.3813e-003;3.03905;5
   -79.85457;   20.08750; 9.1167e-003;3.03910;5
   -79.83298;   20.09083; 1.1054e-002;3.03916;5
   -79.81038;   20.09417; 1.3295e-002;3.03922;5
   -79.78676;   20.09750; 1.5594e-002;3.03928;5
   -79.76225;   20.10083; 1.8088e-002;3.03934;5
   -79.73685;   20.10417; 2.0766e-002;3.03941;5
   -79.71061;   20.10750; 2.3613e-002;3.03947;5
   -79.69172;   20.11083; 2.6578e-002;3.03952;5
   -79.67218;   20.11417; 2.9669e-002;3.03957;5
   -79.65203;   20.11750; 3.3012e-002;3.03962;5
   -79.63126;   20.12083; 3.6330e-002;3.03968;5
   -79.60980;   20.12417; 3.9859e-002;3.03973;5
   -79.58772;   20.12750; 4.3548e-002;3.03979;5
   -79.56500;   20.13083; 4.7244e-002;3.03984;5
   -79.54162;   20.13417; 5.1109e-002;3.03990;5
   -79.51761;   20.13750; 5.4974e-002;3.03997;5
   -79.49295;   20.14083; 5.8890e-002;3.04003;5
   -79.46759;   20.14417; 6.2931e-002;3.04009;5
   -79.44162;   20.14750; 6.7039e-002;3.04016;5
   -79.41498;   20.15083; 7.1148e-002;3.04023;5
   -79.38767;   20.15417; 7.5298e-002;3.04030;5
   -79.35972;   20.15750; 7.9515e-002;3.04037;5
   -79.33115;   20.16083; 8.3783e-002;3.04044;5
   -79.30200;   20.16417; 8.8084e-002;3.04052;5
   -79.27223;   20.16750; 9.2385e-002;3.04059;5
   -79.24182;   20.17083; 9.6643e-002;3.04067;5
   -79.21085;   20.17417;     0.10099;3.04075;5
   -79.17933;   20.17750;     0.10529;3.04083;5
   -79.14728;   20.18083;     0.10959;3.04091;5
   -79.11475;   20.18417;     0.11388;3.04099;5
   -79.08169;   20.18750;     0.11818;3.04108;5
   -79.04815;   20.19083;     0.12241;3.04116;5
   -79.01418;   20.19417;     0.12663;3.04125;5
   -78.97974;   20.19750;     0.13075;3.04134;5
   -78.94492;   20.20083;     0.13489;3.04143;5
   -78.90967;   20.20417;     0.13904;3.04152;5
   -78.87405;   20.20750;     0.14316;3.04161;5
   -78.83812;   20.21083;     0.14716;3.04170;5
   -78.80182;   20.21417;     0.15117;3.04179;5
   -78.76523;   20.21750;     0.15514;3.04188;5
   -78.72833;   20.22083;     0.15906;3.04198;5
   -78.69111;   20.22417;     0.16288;3.04207;5
   -78.65364;   20.22750;     0.16671;3.04217;5
   -78.61595;   20.23083;     0.17053;3.04226;5
   -78.57803;   20.23417;     0.17435;3.04236;5
   -78.53989;   20.23750;     0.17793;3.04246;5
   -78.50152;   20.24083;     0.18154;3.04255;5
   -78.46302;   20.24417;     0.18508;3.04265;5
   -78.42430;   20.24750;     0.18853;3.04275;5
   -78.38541;   20.25083;     0.19199;3.04285;5
   -78.34636;   20.25417;     0.19545;3.04295;5
   -78.30720;   20.25750;     0.19881;3.04305;5
   -78.26792;   20.26083;     0.20212;3.04315;5
   -78.22846;   20.26417;     0.20520;3.04325;5
   -78.18889;   20.26750;     0.20841;3.04335;5
   -78.14926;   20.27083;     0.21153;3.04345;5
   -78.10954;   20.27417;     0.21463;3.04355;5
   -78.06972;   20.27750;     0.21760;3.04365;5
   -78.02982;   20.28083;     0.22056;3.04375;5
   -77.98987;   20.28417;     0.22348;3.04385;5
   -77.94987;   20.28750;     0.22639;3.04395;5
   -77.90977;   20.29083;     0.22899;3.04405;5
   -77.86966;   20.29417;     0.23158;3.04415;5
   -77.82951;   20.29750;     0.23425;3.04425;5
   -77.78933;   20.30083;     0.23689;3.04436;5
   -77.74913;   20.30417;     0.23944;3.04446;5
   -77.70890;   20.30750;     0.24191;3.04456;5
   -77.66870;   20.31083;     0.24433;3.04466;5
   -77.62844;   20.31417;     0.24678;3.04476;5
   -77.58818;   20.31750;     0.24906;3.04486;5
   -77.54790;   20.32083;     0.25138;3.04497;5
   -77.50761;   20.32417;     0.25362;3.04507;5
   -77.46738;   20.32750;     0.25580;3.04517;5
   -77.42716;   20.33083;     0.25791;3.04527;5
